tconst;titleType;primaryTitle;originalTitle;startYear;score;is_genre_from_selection;is_keywords_from_selection;poster_url;genres
tt0790724;movie;Jack Reacher;Jack Reacher;2012;2;1;1;;['action', 'thriller']
tt0100802;movie;Total Recall;Total Recall;1990;2;1;1;https://m.media-amazon.com/images/M/MV5BYzU1YmJjMGEtMjY4Yy00MTFlLWE3NTUtNzI3YjkwZTMxZjZmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg;['action', 'sci-fi', 'thriller']
tt0399201;movie;The Island;The Island;2005;2;1;1;;['action', 'sci-fi', 'thriller']
tt0359950;movie;The Secret Life of Walter Mitty;The Secret Life of Walter Mitty;2013;2;1;1;https://m.media-amazon.com/images/M/MV5BODYwNDYxNDk1Nl5BMl5BanBnXkFtZTgwOTAwMTk2MDE@._V1_SX300.jpg;['adventure', 'comedy', 'drama']
tt2798920;movie;Annihilation;Annihilation;2018;2;1;1;https://m.media-amazon.com/images/M/MV5BMTk2Mjc2NzYxNl5BMl5BanBnXkFtZTgwMTA2OTA1NDM@._V1_SX300.jpg;['adventure', 'drama', 'horror']
tt1194173;movie;The Bourne Legacy;The Bourne Legacy;2012;2;1;1;https://m.media-amazon.com/images/M/MV5BMTc4Njk3MDM1Nl5BMl5BanBnXkFtZTcwODgyOTMxOA@@._V1_SX300.jpg;['action', 'adventure', 'thriller']
tt1253863;movie;300: Rise of an Empire;300: Rise of an Empire;2014;2;1;1;https://m.media-amazon.com/images/M/MV5BMTEwNTU2MjAwMDdeQTJeQWpwZ15BbWU3MDk2Njc2Njk@._V1_SX300.jpg;['action', 'drama']
tt1197624;movie;Law Abiding Citizen;Law Abiding Citizen;2009;2;1;1;;['action', 'crime', 'drama']
tt0320661;movie;Kingdom of Heaven;Kingdom of Heaven;2005;2;1;1;https://m.media-amazon.com/images/M/MV5BODczYmE3ZDYtZjIwNC00ZTJhLThkMGUtZDcyNzkyNWMyZDNiXkEyXkFqcGdeQXVyMTAwMzUyMzUy._V1_SX300.jpg;['action', 'adventure', 'drama']
tt2140479;movie;The Accountant;The Accountant;2016;2;1;1;https://m.media-amazon.com/images/M/MV5BNDc5Mzg2NTYxNV5BMl5BanBnXkFtZTgwMjQ2ODAwOTE@._V1_SX300.jpg;['action', 'crime', 'drama']
tt1013752;movie;Fast & Furious;Fast & Furious;2009;2;1;1;https://m.media-amazon.com/images/M/MV5BYjQ1ZTMxNzgtZDcxOC00NWY5LTk3ZjAtYzRhMDhlNDZlOWEzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg;['action', 'thriller']
tt1800241;movie;American Hustle;American Hustle;2013;2;1;1;;['crime', 'drama']
tt3890160;movie;Baby Driver;Baby Driver;2017;2;1;1;https://m.media-amazon.com/images/M/MV5BMjM3MjQ1MzkxNl5BMl5BanBnXkFtZTgwODk1ODgyMjI@._V1_SX300.jpg;['action', 'crime', 'drama']
tt0955308;movie;Robin Hood;Robin Hood;2010;2;1;1;https://m.media-amazon.com/images/M/MV5BMTM5NzcwMzEwOF5BMl5BanBnXkFtZTcwNjg5MTgwMw@@._V1_SX300.jpg;['action', 'adventure', 'drama']
tt0112641;movie;Casino;Casino;1995;2;1;1;https://m.media-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg;['crime', 'drama']
tt0110912;movie;Pulp Fiction;Pulp Fiction;1994;2;1;1;https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg;['crime', 'drama']
tt0167260;movie;The Lord of the Rings: The Return of the King;The Lord of the Rings: The Return of the King;2003;2;1;1;;['action', 'adventure', 'drama']
tt0068646;movie;The Godfather;The Godfather;1972;2;1;1;https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg;['crime', 'drama']
tt0114369;movie;Se7en;Se7en;1995;2;1;1;;['crime', 'drama', 'mystery']
tt0361748;movie;Inglourious Basterds;Inglourious Basterds;2009;2;1;1;https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg;['adventure', 'drama', 'war']
tt1130884;movie;Shutter Island;Shutter Island;2010;2;1;1;https://m.media-amazon.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg;['mystery', 'thriller']
tt0209144;movie;Memento;Memento;2000;2;1;1;https://m.media-amazon.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg;['mystery', 'thriller']
tt0120586;movie;American History X;American History X;1998;2;1;1;https://m.media-amazon.com/images/M/MV5BZjA0MTM4MTQtNzY5MC00NzY3LWI1ZTgtYzcxMjkyMzU4MDZiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg;['drama']
tt0114814;movie;The Usual Suspects;The Usual Suspects;1995;2;1;1;https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg;['crime', 'mystery', 'thriller']
tt0180093;movie;Requiem for a Dream;Requiem for a Dream;2000;2;1;1;https://m.media-amazon.com/images/M/MV5BOTdiNzJlOWUtNWMwNS00NmFlLWI0YTEtZmI3YjIzZWUyY2Y3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg;['drama']
tt0066921;movie;A Clockwork Orange;A Clockwork Orange;1971;2;1;1;;['crime', 'drama', 'sci-fi']
tt0416449;movie;300;300;2006;2;1;1;https://m.media-amazon.com/images/M/MV5BNWMxYTZlOTUtZDExMi00YzZmLTkwYTMtZmM2MmRjZmQ3OGY4XkEyXkFqcGdeQXVyMTAwMzUyMzUy._V1_SX300.jpg;['action', 'drama']
tt0401792;movie;Sin City;Sin City;2005;2;1;1;;['crime', 'thriller']
tt0317248;movie;City of God;Cidade de Deus;2002;2;1;1;;['crime', 'drama']
tt3315342;movie;Logan;Logan;2017;2;1;1;https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg;['action', 'drama', 'sci-fi']
tt1392214;movie;Prisoners;Prisoners;2013;2;1;1;;['crime', 'drama', 'mystery']
tt2543164;movie;Arrival;Arrival;2016;2;1;1;https://m.media-amazon.com/images/M/MV5BMTExMzU0ODcxNDheQTJeQWpwZ15BbWU4MDE1OTI4MzAy._V1_SX300.jpg;['drama', 'sci-fi']
tt0440963;movie;The Bourne Ultimatum;The Bourne Ultimatum;2007;2;1;1;https://m.media-amazon.com/images/M/MV5BNGNiNmU2YTMtZmU4OS00MjM0LTlmYWUtMjVlYjAzYjE2N2RjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg;['action', 'mystery', 'thriller']
tt1670345;movie;Now You See Me;Now You See Me;2013;2;1;1;;['crime', 'mystery', 'thriller']
tt2562232;movie;Birdman or (The Unexpected Virtue of Ignorance);Birdman or (The Unexpected Virtue of Ignorance);2014;2;1;1;https://m.media-amazon.com/images/M/MV5BODAzNDMxMzAxOV5BMl5BanBnXkFtZTgwMDMxMjA4MjE@._V1_SX300.jpg;['comedy', 'drama']
tt0119488;movie;L.A. Confidential;L.A. Confidential;1997;2;1;1;https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt0469494;movie;There Will Be Blood;There Will Be Blood;2007;2;1;1;https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_SX300.jpg;['drama']
tt0034583;movie;Casablanca;Casablanca;1942;2;1;1;;['drama', 'romance', 'war']
tt0144084;movie;American Psycho;American Psycho;2000;2;1;1;https://m.media-amazon.com/images/M/MV5BZTM2ZGJmNjQtN2UyOS00NjcxLWFjMDktMDE2NzMyNTZlZTBiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg;['comedy', 'crime', 'drama']
tt0343818;movie;I, Robot;I, Robot;2004;2;1;1;https://m.media-amazon.com/images/M/MV5BNmE1OWI2ZGItMDUyOS00MmU5LWE0MzUtYTQ0YzA1YTE5MGYxXkEyXkFqcGdeQXVyMDM5ODIyNw@@._V1_SX300.jpg;['action', 'drama', 'sci-fi']
tt1343092;movie;The Great Gatsby;The Great Gatsby;2013;2;1;1;https://m.media-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_SX300.jpg;['drama', 'romance']
tt1856101;movie;Blade Runner 2049;Blade Runner 2049;2017;2;1;1;https://m.media-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_SX300.jpg;['action', 'drama', 'mystery']
tt0118884;movie;Contact;Contact;1997;2;1;1;;['drama', 'mystery', 'sci-fi']
tt0452623;movie;Gone Baby Gone;Gone Baby Gone;2007;2;1;1;;['crime', 'drama', 'mystery']
tt0285823;movie;Once Upon a Time in Mexico;Once Upon a Time in Mexico;2003;2;1;1;;['action', 'crime', 'thriller']
tt1972591;movie;King Arthur: Legend of the Sword;King Arthur: Legend of the Sword;2017;2;1;1;https://m.media-amazon.com/images/M/MV5BMjM3ODY3Njc5Ml5BMl5BanBnXkFtZTgwMjQ5NjM5MTI@._V1_SX300.jpg;['action', 'adventure', 'drama']
tt0117381;movie;Primal Fear;Primal Fear;1996;2;1;1;;['crime', 'drama', 'mystery']
tt2005151;movie;War Dogs;War Dogs;2016;2;1;1;https://m.media-amazon.com/images/M/MV5BMjEyNzQ0NzM4MV5BMl5BanBnXkFtZTgwMDI0ODM2OTE@._V1_SX300.jpg;['biography', 'comedy', 'crime']
tt0099810;movie;The Hunt for Red October;The Hunt for Red October;1990;2;1;1;https://m.media-amazon.com/images/M/MV5BY2Y5NWVjMmQtMWRmOC00ZTg3LWI3YWQtZGI2MWUwNWQ4OWQ2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg;['action', 'adventure', 'thriller']
tt1051906;movie;The Invisible Man;The Invisible Man;2020;2;1;1;;['drama', 'horror', 'mystery']
tt0139134;movie;Cruel Intentions;Cruel Intentions;1999;2;1;1;;['drama', 'romance']
tt2053463;movie;Side Effects;Side Effects;2013;2;1;1;https://m.media-amazon.com/images/M/MV5BMTc2MzY0NDAwOF5BMl5BanBnXkFtZTcwMTE1Mzc4OA@@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt0117998;movie;Twister;Twister;1996;2;1;1;https://m.media-amazon.com/images/M/MV5BODExYTM0MzEtZGY2Yy00N2ExLTkwZjItNGYzYTRmMWZlOGEzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg;['action', 'adventure', 'thriller']
tt2406566;movie;Atomic Blonde;Atomic Blonde;2017;2;1;1;https://m.media-amazon.com/images/M/MV5BMjM5NDYzMzg5N15BMl5BanBnXkFtZTgwOTM2NDU1MjI@._V1_SX300.jpg;['action', 'thriller']
tt1059786;movie;Eagle Eye;Eagle Eye;2008;2;1;1;https://m.media-amazon.com/images/M/MV5BMjA5MTMzMDMzNl5BMl5BanBnXkFtZTcwMzUwNDUzMw@@._V1_SX300.jpg;['action', 'mystery', 'thriller']
tt5700672;movie;Train to Busan;Busanhaeng;2016;2;1;1;https://m.media-amazon.com/images/M/MV5BMTkwOTQ4OTg0OV5BMl5BanBnXkFtZTgwMzQyOTM0OTE@._V1_SX300.jpg;['action', 'horror', 'thriller']
tt0272152;movie;K-PAX;K-PAX;2001;2;1;1;;['drama', 'mystery', 'sci-fi']
tt0106856;movie;Falling Down;Falling Down;1993;2;1;1;https://m.media-amazon.com/images/M/MV5BYjcxMzM3OWMtNmM3Yy00YzBkLTkxMmQtMDk4MmM3Y2Y4MDliL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;['action', 'crime', 'drama']
tt3631112;movie;The Girl on the Train;The Girl on the Train;2016;2;1;1;https://m.media-amazon.com/images/M/MV5BNzFlMjA0ZmUtZWI0Mi00ZGJkLTlmMmYtZmE1ODZiMjhjMGM0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt0266308;movie;Battle Royale;Batoru rowaiaru;2000;2;1;1;;['action', 'adventure', 'drama']
tt0142688;movie;The Ninth Gate;The Ninth Gate;1999;2;1;1;;['mystery', 'thriller']
tt0986263;movie;Surrogates;Surrogates;2009;2;1;1;https://m.media-amazon.com/images/M/MV5BN2FiZTdjY2YtMzg2YS00ODEyLTg3NWQtZmVhZDg1YzE0OTJjXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg;['action', 'sci-fi', 'thriller']
tt0120647;movie;Deep Impact;Deep Impact;1998;2;1;1;https://m.media-amazon.com/images/M/MV5BYTUwMTY1YmMtN2U5NC00YjkzLTg0YWQtZmEwNTEzZjdkNzQ2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;['action', 'drama', 'sci-fi']
tt6499752;movie;Upgrade;Upgrade;2018;2;1;1;;['action', 'sci-fi', 'thriller']
tt0097733;movie;Lethal Weapon 2;Lethal Weapon 2;1989;2;1;1;;['action', 'crime', 'thriller']
tt0017136;movie;Metropolis;Metropolis;1927;2;1;1;https://m.media-amazon.com/images/M/MV5BMTg5YWIyMWUtZDY5My00Zjc1LTljOTctYmI0MWRmY2M2NmRkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg;['drama', 'sci-fi']
tt0106697;movie;Demolition Man;Demolition Man;1993;2;1;1;https://m.media-amazon.com/images/M/MV5BMDBmNDhjOTYtZWVlMC00YzUwLWIyZjEtYzFjMWM5OTdiZDJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg;['action', 'sci-fi', 'thriller']
tt0046912;movie;Dial M for Murder;Dial M for Murder;1954;2;1;1;;['crime', 'thriller']
tt1528100;movie;Exodus: Gods and Kings;Exodus: Gods and Kings;2014;2;1;1;https://m.media-amazon.com/images/M/MV5BMjI3MDY0NjkxNl5BMl5BanBnXkFtZTgwNTM3NTA0MzE@._V1_SX300.jpg;['action', 'adventure', 'drama']
tt1560747;movie;The Master;The Master;2012;2;1;1;;['drama']
tt2226417;movie;Insidious: Chapter 2;Insidious: Chapter 2;2013;2;1;1;https://m.media-amazon.com/images/M/MV5BMTg0OTA5ODIxNF5BMl5BanBnXkFtZTcwNTUzNDg4OQ@@._V1_SX300.jpg;['horror', 'mystery', 'thriller']
tt0145681;movie;The Bone Collector;The Bone Collector;1999;2;1;1;https://m.media-amazon.com/images/M/MV5BOWQxN2ZmNDMtMzA2Ny00ZDJhLTlkNTgtMWMyZjljY2QzMzNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt0122151;movie;Lethal Weapon 4;Lethal Weapon 4;1998;2;1;1;;['action', 'crime', 'thriller']
tt1305806;movie;The Secret in Their Eyes;El secreto de sus ojos;2009;2;1;1;;['drama', 'mystery', 'romance']
tt3553976;movie;Captain Fantastic;Captain Fantastic;2016;2;1;1;https://m.media-amazon.com/images/M/MV5BMjE5OTM0OTY5NF5BMl5BanBnXkFtZTgwMDcxOTQ3ODE@._V1_SX300.jpg;['comedy', 'drama']
tt1401152;movie;Unknown;Unknown;2011;2;1;1;;['action', 'mystery', 'thriller']
tt2883512;movie;Chef;Chef;2014;2;1;1;https://m.media-amazon.com/images/M/MV5BYTQyNDQwMjYtZTY5YS00MGU2LWE5NzctMjM4Y2IyYjkwMjNkXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg;['adventure', 'comedy', 'drama']
tt0429493;movie;The A-Team;The A-Team;2010;2;1;1;;['action', 'adventure', 'thriller']
tt1385826;movie;The Adjustment Bureau;The Adjustment Bureau;2011;2;1;1;https://m.media-amazon.com/images/M/MV5BMzc0ZDcwZTYtOWUzZi00NDE4LWI4NjgtMWVjZTUyYTA2ZTNhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg;['romance', 'sci-fi', 'thriller']
tt0381681;movie;Before Sunset;Before Sunset;2004;2;1;1;;['drama', 'romance']
tt1706593;movie;Chronicle;Chronicle;2012;2;1;1;;['adventure', 'drama', 'sci-fi']
tt1032755;movie;RocknRolla;RocknRolla;2008;2;1;1;https://m.media-amazon.com/images/M/MV5BMTQ0NTk5Mzk2OV5BMl5BanBnXkFtZTcwMDE3NTE4MQ@@._V1_SX300.jpg;['action', 'crime', 'thriller']
tt0077651;movie;Halloween;Halloween;1978;2;1;1;https://m.media-amazon.com/images/M/MV5BNzk1OGU2NmMtNTdhZC00NjdlLWE5YTMtZTQ0MGExZTQzOGQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;['horror', 'thriller']
tt0195714;movie;Final Destination;Final Destination;2000;2;1;1;https://m.media-amazon.com/images/M/MV5BZTI0NGM2OGYtNzVmMi00NGQ2LTk2MDAtN2RmYjIzMGRkZGYxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg;['horror', 'thriller']
tt7349662;movie;BlacKkKlansman;BlacKkKlansman;2018;2;1;1;https://m.media-amazon.com/images/M/MV5BMjUyOTE1NjI0OF5BMl5BanBnXkFtZTgwMTM4ODQ5NTM@._V1_SX300.jpg;['biography', 'comedy', 'crime']
tt1855199;movie;End of Watch;End of Watch;2012;2;1;1;https://m.media-amazon.com/images/M/MV5BMjMxNjU0ODU5Ml5BMl5BanBnXkFtZTcwNjI4MzAyOA@@._V1_SX300.jpg;['action', 'crime', 'drama']
tt0765443;movie;Eastern Promises;Eastern Promises;2007;2;1;1;https://m.media-amazon.com/images/M/MV5BMTcwMzU0OTY3NF5BMl5BanBnXkFtZTYwNzkwNjg2._V1_SX300.jpg;['action', 'crime', 'drama']
tt0144117;movie;The Boondock Saints;The Boondock Saints;1999;2;1;1;;['action', 'crime', 'thriller']
tt1243957;movie;The Tourist;The Tourist;2010;2;1;1;https://m.media-amazon.com/images/M/MV5BMTMyMzc3OTkwMV5BMl5BanBnXkFtZTcwMjc0MTgwNA@@._V1_SX300.jpg;['action', 'thriller']
tt1922777;movie;Sinister;Sinister;2012;2;1;1;https://m.media-amazon.com/images/M/MV5BMjI5MTg1Njg0Ml5BMl5BanBnXkFtZTcwNzg2Mjc4Nw@@._V1_SX300.jpg;['horror', 'mystery', 'thriller']
tt1832382;movie;A Separation;Jodaeiye Nader az Simin;2011;2;1;1;https://m.media-amazon.com/images/M/MV5BMzg2NjkxMzAxNV5BMl5BanBnXkFtZTcwMjMwNzgwNQ@@._V1_SX300.jpg;['drama']
tt0486822;movie;Disturbia;Disturbia;2007;2;1;1;https://m.media-amazon.com/images/M/MV5BMTMyNTIxOTQ3M15BMl5BanBnXkFtZTcwMjU2NzAzMw@@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt0448011;movie;Knowing;Knowing;2009;2;1;1;;['action', 'drama', 'sci-fi']
tt0110632;movie;Natural Born Killers;Natural Born Killers;1994;2;1;1;https://m.media-amazon.com/images/M/MV5BMTI2NTU2Nzc0MV5BMl5BanBnXkFtZTcwMzY1OTM2MQ@@._V1_SX300.jpg;['action', 'crime', 'drama']
tt1189340;movie;The Lincoln Lawyer;The Lincoln Lawyer;2011;2;1;1;;['crime', 'drama', 'mystery']
tt3402236;movie;Murder on the Orient Express;Murder on the Orient Express;2017;2;1;1;https://m.media-amazon.com/images/M/MV5BMTAxNDkxODIyMDZeQTJeQWpwZ15BbWU4MDQ2Mjg4NDIy._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt3235888;movie;It Follows;It Follows;2014;2;1;1;https://m.media-amazon.com/images/M/MV5BMmU0MjBlYzYtZWY0MC00MjliLWI3ZmUtMzhlZDVjMWVmYWY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;['horror', 'mystery', 'thriller']
tt5362988;movie;Wind River;Wind River;2017;2;1;1;https://m.media-amazon.com/images/M/MV5BMTUyMjU1OTUwM15BMl5BanBnXkFtZTgwMDg1NDQ2MjI@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt0427944;movie;Thank You for Smoking;Thank You for Smoking;2005;2;1;1;;['comedy', 'drama']
tt4196776;movie;Jason Bourne;Jason Bourne;2016;2;1;1;;['action', 'thriller']
tt1599348;movie;Safe House;Safe House;2012;2;1;1;https://m.media-amazon.com/images/M/MV5BMjI5ODkyMjA2Nl5BMl5BanBnXkFtZTcwNTcyNTgzNw@@._V1_SX300.jpg;['action', 'thriller']
tt2582782;movie;Hell or High Water;Hell or High Water;2016;2;1;1;;['action', 'crime', 'drama']
tt1321870;movie;Gangster Squad;Gangster Squad;2013;2;1;1;https://m.media-amazon.com/images/M/MV5BMTcwMjAyMTUzMl5BMl5BanBnXkFtZTcwODgxNzk1OA@@._V1_SX300.jpg;['action', 'crime', 'drama']
tt0058461;movie;A Fistful of Dollars;Per un pugno di dollari;1964;2;1;1;;['action', 'drama', 'western']
tt0062765;movie;Bullitt;Bullitt;1968;2;1;1;https://m.media-amazon.com/images/M/MV5BNWYxNzIxOTEtZWQyNS00OWY3LTgwNmMtMTI1MjI1MTE5OTZkXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg;['action', 'crime', 'thriller']
tt0109446;movie;The Client;The Client;1994;2;1;1;https://m.media-amazon.com/images/M/MV5BNGNjZWYwZGYtZWIxZC00OTYyLTllYTMtZWNiNmQ0YWUzMjkxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt0469263;movie;The Astronaut Farmer;The Astronaut Farmer;2006;2;1;1;;['adventure', 'drama', 'sci-fi']
tt0165854;movie;The Limey;The Limey;1999;2;1;1;https://m.media-amazon.com/images/M/MV5BNzA1MzgyNzMtNWRiOC00MDY3LTlkYjQtZGZjMWU4NWEyZWVmXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt4934950;movie;Talvar;Talvar;2015;2;1;1;https://m.media-amazon.com/images/M/MV5BMTYzODg0Mjc4M15BMl5BanBnXkFtZTgwNzY4Mzc3NjE@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt0120824;movie;The Shipping News;The Shipping News;2001;2;1;1;;['drama']
tt4537896;movie;White Boy Rick;White Boy Rick;2018;2;1;1;https://m.media-amazon.com/images/M/MV5BNjQ5MzY4NjQ4Nl5BMl5BanBnXkFtZTgwMzc1NjU4NjM@._V1_SX300.jpg;['crime', 'drama']
tt1734493;movie;Unlocked;Unlocked;2017;2;1;1;;['action', 'thriller']
tt0120802;movie;The Red Violin;Le violon rouge;1998;2;1;1;;['drama', 'music', 'mystery']
tt0082089;movie;Body Heat;Body Heat;1981;2;1;1;;['crime', 'drama', 'romance']
tt0458413;movie;A Long Way Down;A Long Way Down;2014;2;1;1;;['comedy', 'drama']
tt2891174;movie;99 Homes;99 Homes;2014;2;1;1;https://m.media-amazon.com/images/M/MV5BMTgyODExMDc0M15BMl5BanBnXkFtZTgwMjY2ODg4NTE@._V1_SX300.jpg;['drama']
tt3544082;movie;45 Years;45 Years;2015;2;1;1;;['drama', 'romance']
tt6148156;movie;Vikram Vedha;Vikram Vedha;2017;2;1;1;;['action', 'crime', 'drama']
tt0192614;movie;The Skulls;The Skulls;2000;2;1;1;;['action', 'crime', 'drama']
tt3179568;movie;Men, Women & Children;Men, Women & Children;2014;2;1;1;;['comedy', 'drama']
tt0408777;movie;The Edukators;Die fetten Jahre sind vorbei;2004;2;1;1;;['drama', 'romance']
tt0857265;movie;Sleuth;Sleuth;2007;2;1;1;;['crime', 'drama', 'mystery']
tt0113957;movie;The Net;The Net;1995;2;1;1;;['action', 'crime', 'drama']
tt4964788;movie;Everybody Knows;Todos lo saben;2018;2;1;1;;['crime', 'drama', 'mystery']
tt1951181;movie;The Immigrant;The Immigrant;2013;2;1;1;;['drama', 'romance']
tt6485666;movie;Mersal;Mersal;2017;2;1;1;https://m.media-amazon.com/images/M/MV5BY2JlZTM4ZmQtMTVjNi00NzIzLWEwMGQtMDcxNTU4MGVhOTYzXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_SX300.jpg;['action', 'thriller']
tt0086984;movie;Body Double;Body Double;1984;2;1;1;;['crime', 'drama', 'mystery']
tt0235737;movie;The Salton Sea;The Salton Sea;2002;2;1;1;;['crime', 'drama', 'mystery']
tt0114852;movie;Village of the Damned;Village of the Damned;1995;2;1;1;;['horror', 'sci-fi', 'thriller']
tt0114194;movie;The Prophecy;The Prophecy;1995;2;1;1;https://m.media-amazon.com/images/M/MV5BZjM4N2I0ZjYtMTFmNC00ZGQ0LWIzNmMtZDZjNzIwOGM1NzA0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;['action', 'crime', 'drama']
tt0842929;movie;Paranoid Park;Paranoid Park;2007;2;1;1;;['crime', 'drama', 'mystery']
tt4073790;movie;The Darkest Minds;The Darkest Minds;2018;2;1;1;;['action', 'adventure', 'drama']
tt0106469;movie;Blood In, Blood Out;Bound by Honor;1993;2;1;1;;['crime', 'drama']
tt1646980;movie;The Double;The Double;2011;2;1;1;https://m.media-amazon.com/images/M/MV5BMjIwNjM5NTE1M15BMl5BanBnXkFtZTcwMzgxOTA1Ng@@._V1_SX300.jpg;['action', 'crime', 'drama']
tt0758742;movie;Death Note;Death Note: Desu nôto;2006;2;1;1;https://m.media-amazon.com/images/M/MV5BZDNlNjEzMzQtZDM0MS00YzhiLTk0MGUtYTdmNDZiZGVjNTk0L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg;['crime', 'drama', 'fantasy']
tt0118819;movie;Live Flesh;Carne trémula;1997;2;1;1;;['drama']
tt0804516;movie;P2;P2;2007;2;1;1;https://m.media-amazon.com/images/M/MV5BMTk2Nzk5ODAxMF5BMl5BanBnXkFtZTcwNzA0MTU1MQ@@._V1_SX300.jpg;['crime', 'horror', 'thriller']
tt0120255;movie;The Sweet Hereafter;The Sweet Hereafter;1997;2;1;1;https://m.media-amazon.com/images/M/MV5BZTYxYzhlMTItOWQwNC00ZjFmLWFiYzMtNzQ2M2NjN2E3YmIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;['drama']
tt0043338;movie;Ace in the Hole;Ace in the Hole;1951;2;1;1;https://m.media-amazon.com/images/M/MV5BNDUzZjlhZTYtN2E5MS00ODQ3LWI1ZjgtNzdiZmI0NTZiZTljXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg;['drama', 'film-noir']
tt0094608;movie;The Accused;The Accused;1988;2;1;1;;['crime', 'drama']
